Currency Pair,Price
EUR/USD,1.3349893177748018
EUR/USD,1.3282164199415856
EUR/USD,1.321166433902415
EUR/USD,1.3275933967300322
EUR/USD,1.3189100467289925
EUR/USD,1.3263785653287432
EUR/USD,1.3207270946090994
EUR/USD,1.3126494319055682
EUR/USD,1.3104865339674907
EUR/USD,1.3039985018021243
EUR/USD,1.3010844240653494
EUR/USD,1.2987610569083634
EUR/USD,1.2911344317153732
EUR/USD,1.295800570807951
EUR/USD,1.2938482716584523
EUR/USD,1.2934874175516884
EUR/USD,1.2922378822475593
EUR/USD,1.2949671357441168
EUR/USD,1.2921627626680667
EUR/USD,1.2880770285243002
EUR/USD,1.288133838518485
EUR/USD,1.2840928413503083
EUR/USD,1.2822247411917098
EUR/USD,1.2876968183224504
EUR/USD,1.2948304855789892
EUR/USD,1.2954810589247343
EUR/USD,1.2942338469558121
EUR/USD,1.2944925754300114
EUR/USD,1.293503440218315
EUR/USD,1.3035015808168933
EUR/USD,1.294888818038612
EUR/USD,1.2977249011227763
EUR/USD,1.3016959172440514
EUR/USD,1.303798094646637
EUR/USD,1.306786020194774
EUR/USD,1.3070976415045708
EUR/USD,1.303299260738804
EUR/USD,1.3116534942943425
EUR/USD,1.3046111623546497
EUR/USD,1.3012207265101432
EUR/USD,1.311210694852211
EUR/USD,1.3132083213995638
EUR/USD,1.3148116834835546
EUR/USD,1.3179724510601718
EUR/USD,1.3197680919779882
EUR/USD,1.318376136224481
EUR/USD,1.3187992680031049
EUR/USD,1.3229317404007446
EUR/USD,1.3275198733856746
EUR/USD,1.3359821616997185
EUR/USD,1.339232367408565
EUR/USD,1.3378085212647945
EUR/USD,1.346908837835039
EUR/USD,1.3473647527735437
EUR/USD,1.3507045847241455
EUR/USD,1.3530241031741916
EUR/USD,1.3565841720276868
EUR/USD,1.3544430691287799
EUR/USD,1.3464069264934029
EUR/USD,1.3371221164878684
EUR/USD,1.3439477434109606
EUR/USD,1.3444263018070686
EUR/USD,1.339130130173404
EUR/USD,1.3427989631240058
EUR/USD,1.348351774444716
EUR/USD,1.344586401444382
EUR/USD,1.3397648388661922
EUR/USD,1.3464550577252992
EUR/USD,1.3558397168806187
EUR/USD,1.3473978176150545
EUR/USD,1.3536534918387033
EUR/USD,1.3539834479557975
EUR/USD,1.356155764227673
EUR/USD,1.3648203176131515
EUR/USD,1.3664176187637789
EUR/USD,1.3576586779225157
EUR/USD,1.3492746978778152
EUR/USD,1.3491073310265727
EUR/USD,1.3580045836035466
EUR/USD,1.361094015676868
EUR/USD,1.369814105787171
EUR/USD,1.3671779812369476
EUR/USD,1.3685620133180163
EUR/USD,1.362476017422096
EUR/USD,1.3699617114022546
EUR/USD,1.3792187390057113
EUR/USD,1.3807678869309241
EUR/USD,1.3867460307048922
EUR/USD,1.3937166658189768
EUR/USD,1.4009001109009915
EUR/USD,1.402805057886226
EUR/USD,1.4096497891534192
EUR/USD,1.4165613862058715
EUR/USD,1.4257388157024231
EUR/USD,1.4303412761024727
EUR/USD,1.4225711353335548
EUR/USD,1.4304733839691894
EUR/USD,1.4327454437361145
EUR/USD,1.4424174059085304
EUR/USD,1.437152240423129
EUR/USD,1.435415317941846
EUR/USD,1.4443915324526666
EUR/USD,1.44612618117147
EUR/USD,1.4364685420127086
EUR/USD,1.4403021372272027
EUR/USD,1.4355297513902718
EUR/USD,1.4310558805667597
EUR/USD,1.4249366756033304
EUR/USD,1.418829126106709
EUR/USD,1.418802330529727
EUR/USD,1.4121603558957643
EUR/USD,1.4032538480629546
EUR/USD,1.4116704495934798
EUR/USD,1.4106328199323148
EUR/USD,1.40519219134299
EUR/USD,1.4011576264280239
EUR/USD,1.4102584346195488
EUR/USD,1.4035311462353972
EUR/USD,1.4111619711883912
EUR/USD,1.4149095003569476
EUR/USD,1.4242114063761182
EUR/USD,1.428157792034039
EUR/USD,1.4267475410233377
EUR/USD,1.4335972252420401
EUR/USD,1.442210683304485
EUR/USD,1.43630294964507
EUR/USD,1.4273632043282105
EUR/USD,1.433289875418525
EUR/USD,1.427666216253161
EUR/USD,1.4346391591297714
EUR/USD,1.4298361531575265
EUR/USD,1.4386059964381364
EUR/USD,1.4387786752596947
EUR/USD,1.4468009792509544
EUR/USD,1.447715774492167
EUR/USD,1.4491582865399755
EUR/USD,1.4470753663065226
EUR/USD,1.4476979552751899
EUR/USD,1.4508532798107687
EUR/USD,1.442131488411878
EUR/USD,1.4405107523157354
EUR/USD,1.4323485317723286
EUR/USD,1.4387966839080402
EUR/USD,1.4369348333384429
EUR/USD,1.4419518364205357
EUR/USD,1.4422268233158637
EUR/USD,1.4388255058483952
EUR/USD,1.4438802057062639
EUR/USD,1.4366245376014195
EUR/USD,1.429685412824704
EUR/USD,1.4372777537530224
EUR/USD,1.4431273541820808
EUR/USD,1.4447485297772766
EUR/USD,1.4447955501558052
EUR/USD,1.4432608220233107
EUR/USD,1.4504879442455287
EUR/USD,1.442348453879486
EUR/USD,1.4476372186193036
EUR/USD,1.4403675036498735
EUR/USD,1.4425776511804067
EUR/USD,1.440411475776039
EUR/USD,1.44530357763451
EUR/USD,1.4506647642928456
EUR/USD,1.4468104437760707
EUR/USD,1.4439336174936745
EUR/USD,1.4459566900286782
EUR/USD,1.4434524416334766
EUR/USD,1.4438630087168915
EUR/USD,1.4354663621365893
EUR/USD,1.4327795724814711
EUR/USD,1.4279688519033635
EUR/USD,1.42228995780265
EUR/USD,1.4149787935395177
EUR/USD,1.4182580725760463
EUR/USD,1.4216146327109433
EUR/USD,1.4120922950609314
EUR/USD,1.4155234310356046
EUR/USD,1.4103191345322403
EUR/USD,1.4056681210900843
EUR/USD,1.4048158961288328
EUR/USD,1.4129244176331066
EUR/USD,1.417700439011775
EUR/USD,1.4155167165206142
EUR/USD,1.4227176306866054
EUR/USD,1.4200582685573004
EUR/USD,1.427537404667363
EUR/USD,1.4290688567698788
EUR/USD,1.4350249239185036
EUR/USD,1.4414460879091273
EUR/USD,1.438757160106071
EUR/USD,1.4289614640435424
EUR/USD,1.4348192000309006
EUR/USD,1.4395422682186496
EUR/USD,1.4435354748313018
EUR/USD,1.4505713955404518
EUR/USD,1.4428389515030247
EUR/USD,1.4419857187648766
EUR/USD,1.4353815033106005
EUR/USD,1.4426087736757687
EUR/USD,1.4442503240228968
EUR/USD,1.447366352400611
EUR/USD,1.4479495362527768
EUR/USD,1.4544490755912254
EUR/USD,1.4539947163959268
EUR/USD,1.4468601413840187
EUR/USD,1.4467258313624543
EUR/USD,1.4474090202453944
EUR/USD,1.450734232190593
EUR/USD,1.4476677032575689
EUR/USD,1.451829126271166
EUR/USD,1.4529837097531464
EUR/USD,1.4594852587980165
EUR/USD,1.4687214893116094
EUR/USD,1.4622081235320163
EUR/USD,1.4579053535252595
EUR/USD,1.4505789639598357
EUR/USD,1.4412161855448373
EUR/USD,1.4502390019763836
EUR/USD,1.44795722464036
EUR/USD,1.45646748338056
EUR/USD,1.4643361947359692
EUR/USD,1.4630514346487251
EUR/USD,1.4715479348803162
EUR/USD,1.4705206672082978
EUR/USD,1.4752166364705477
EUR/USD,1.4729258808067296
EUR/USD,1.475227230588542
EUR/USD,1.4807504646584453
EUR/USD,1.4890505913182708
EUR/USD,1.4947858045827886
EUR/USD,1.497855785379157
EUR/USD,1.490012369793911
EUR/USD,1.4968392098683714
EUR/USD,1.4921932322726914
EUR/USD,1.4981798556529209
EUR/USD,1.5007600918797084
EUR/USD,1.490919526746
EUR/USD,1.4822229646611542
EUR/USD,1.4783521195566018
EUR/USD,1.4850336043392414
EUR/USD,1.482556220339906
EUR/USD,1.475405285344095
EUR/USD,1.4683462687945776
EUR/USD,1.4763331975157394
EUR/USD,1.481324163537263
EUR/USD,1.4815754147067326
EUR/USD,1.473178066432785
EUR/USD,1.469399527620481
EUR/USD,1.4691767309551809
EUR/USD,1.4789463740862239
EUR/USD,1.4771615104884444
EUR/USD,1.48591125773795
EUR/USD,1.486749394246743
EUR/USD,1.4864531618861279
EUR/USD,1.4850535103197402
EUR/USD,1.4790270328417372
EUR/USD,1.4813134474819547
EUR/USD,1.4865398930500118
EUR/USD,1.4957608089392864
EUR/USD,1.5054643028694485
EUR/USD,1.4973696141794115
EUR/USD,1.4874947871394957
EUR/USD,1.4827637259035826
EUR/USD,1.4766386825071105
EUR/USD,1.4667468452190182
EUR/USD,1.4713977660198814
EUR/USD,1.475166858391582
EUR/USD,1.4813824493047258
EUR/USD,1.4848219685265927
EUR/USD,1.4815853298475723
EUR/USD,1.4876260720745036
EUR/USD,1.483545511651373
EUR/USD,1.4857692359962957
EUR/USD,1.4916511375772945
EUR/USD,1.4856242079641495
EUR/USD,1.4896139012609113
EUR/USD,1.493337356611063
EUR/USD,1.490714744209257
EUR/USD,1.4991486070173694
EUR/USD,1.5021809676313096
EUR/USD,1.4986388600533498
EUR/USD,1.489441655597315
EUR/USD,1.4860117685594751
EUR/USD,1.4906605679292722
EUR/USD,1.4947852188843287
EUR/USD,1.4988653027826597
EUR/USD,1.5048902043796937
EUR/USD,1.5071154494725678
EUR/USD,1.5046641120604307
EUR/USD,1.4965439979128774
EUR/USD,1.496570739495491
EUR/USD,1.4891744226777321
EUR/USD,1.482356995087957
EUR/USD,1.4810190949856248
EUR/USD,1.4850057161729253
EUR/USD,1.492519411063356
EUR/USD,1.4968636458743616
EUR/USD,1.4940230882221948
EUR/USD,1.49882669569397
EUR/USD,1.4968809323466927
EUR/USD,1.4898209801830982
EUR/USD,1.4827301786727212
EUR/USD,1.491951637521669
EUR/USD,1.4956037013672203
EUR/USD,1.4915746267483398
EUR/USD,1.4938592371430468
EUR/USD,1.4975482131555586
EUR/USD,1.4985829759677873
EUR/USD,1.5003320659373558
EUR/USD,1.509438365352291
EUR/USD,1.50575485194699
EUR/USD,1.4970528066631437
EUR/USD,1.4909781113626197
EUR/USD,1.4958017675825683
EUR/USD,1.5007206377133635
EUR/USD,1.4978663194808464
EUR/USD,1.5076577834117262
EUR/USD,1.4979375893647413
EUR/USD,1.5057679936501347
EUR/USD,1.5144181694287553
EUR/USD,1.5186130742977564
EUR/USD,1.5110645254764012
EUR/USD,1.5018837052130798
EUR/USD,1.4962269460661501
EUR/USD,1.4890408081467086
EUR/USD,1.4934372364152355
EUR/USD,1.4889825361492468
EUR/USD,1.4833825457052083
EUR/USD,1.4899504287422953
EUR/USD,1.4902313774169318
EUR/USD,1.500130916082878
EUR/USD,1.506686669703491
EUR/USD,1.507401323899182
EUR/USD,1.5067209822784942
EUR/USD,1.5003238865920734
EUR/USD,1.5084622930964027
EUR/USD,1.5151800120408287
EUR/USD,1.506674665911527
EUR/USD,1.4973071243793232
EUR/USD,1.487641293997248
EUR/USD,1.48533041216096
EUR/USD,1.490712168000322
EUR/USD,1.4962097103099183
EUR/USD,1.493980762919371
EUR/USD,1.5025074351943108
EUR/USD,1.4967756646339885
EUR/USD,1.4871921331845235
EUR/USD,1.497124822769329
EUR/USD,1.5049824352218844
EUR/USD,1.5060313341937936
EUR/USD,1.5139288480231383
EUR/USD,1.512067416539212
EUR/USD,1.5054003748142468
EUR/USD,1.4983206363474304
EUR/USD,1.4986961511389627
EUR/USD,1.492789103040216
EUR/USD,1.49016263292342
EUR/USD,1.4807904940024046
EUR/USD,1.4789674404064215
EUR/USD,1.4716502483112435
EUR/USD,1.4647445538996822
EUR/USD,1.4677936267474285
EUR/USD,1.4736977355241347
EUR/USD,1.4715217642308647
EUR/USD,1.4738736256239682
EUR/USD,1.4709024049968182
EUR/USD,1.4630193690009696
EUR/USD,1.4678794179764534
EUR/USD,1.4616548204034077
EUR/USD,1.4606621215026996
EUR/USD,1.4519321831102858
EUR/USD,1.4549030080854781
EUR/USD,1.4643946382751678
EUR/USD,1.473489021771889
EUR/USD,1.4635360278584921
EUR/USD,1.4686480898454621
EUR/USD,1.4623375916588972
EUR/USD,1.4611287597435076
EUR/USD,1.459758498322089
EUR/USD,1.4644000892065958
EUR/USD,1.4682797499136424
EUR/USD,1.4730248804838961
EUR/USD,1.4647184561411772
EUR/USD,1.4661109875845626
EUR/USD,1.4595259032093582
EUR/USD,1.4536356942817923
EUR/USD,1.4443319287872738
EUR/USD,1.439656964098455
EUR/USD,1.4465041773228127
EUR/USD,1.4531470413651677
EUR/USD,1.4479293372539197
EUR/USD,1.4406147574779438
EUR/USD,1.4445650652911206
EUR/USD,1.4540080142323835
EUR/USD,1.4573584727211646
EUR/USD,1.4527862504502616
EUR/USD,1.4485273961773106
EUR/USD,1.4585093950721202
EUR/USD,1.452966366617954
EUR/USD,1.4530986103759096
EUR/USD,1.4482372131605468
EUR/USD,1.4540393026083556
EUR/USD,1.457021570459038
EUR/USD,1.4560530427866305
EUR/USD,1.4595632199353283
EUR/USD,1.4523134846955026
EUR/USD,1.442721737133687
EUR/USD,1.4524297913947732
EUR/USD,1.4616061580295696
EUR/USD,1.4548334831176368
EUR/USD,1.4522392499988648
EUR/USD,1.4605791305097222
EUR/USD,1.4661416454644385
EUR/USD,1.4594188613773473
EUR/USD,1.4536109753449078
EUR/USD,1.4625580193422674
EUR/USD,1.4627027060350648
EUR/USD,1.4565525444846414
EUR/USD,1.4506269610081353
EUR/USD,1.4466087495282665
EUR/USD,1.439873229726436
EUR/USD,1.4381924433012998
EUR/USD,1.429342764657281
EUR/USD,1.4205125577169964
EUR/USD,1.4144224455332663
EUR/USD,1.4121461161926319
EUR/USD,1.4082349022574812
EUR/USD,1.4115202406367637
EUR/USD,1.418183522774833
EUR/USD,1.4206265939308629
EUR/USD,1.4163564086276532
EUR/USD,1.4072535575498961
EUR/USD,1.4131148123049735
EUR/USD,1.4180151158136316
EUR/USD,1.414065665999754
EUR/USD,1.4174162934745336
EUR/USD,1.4093393717934617
EUR/USD,1.4025595533739121
EUR/USD,1.3933156320560633
EUR/USD,1.3982591444523818
EUR/USD,1.3935003229734082
EUR/USD,1.3999020439065952
EUR/USD,1.3903261780261635
EUR/USD,1.3963668697417582
EUR/USD,1.3898596837515775
EUR/USD,1.3922771314099645
EUR/USD,1.3920206911421902
EUR/USD,1.3847653256798196
EUR/USD,1.3932917387645707
EUR/USD,1.4024124892372463
EUR/USD,1.395149926230487
EUR/USD,1.3947978274362538
EUR/USD,1.386700990007056
EUR/USD,1.3833911398364596
EUR/USD,1.378389777402227
EUR/USD,1.3741786457360972
EUR/USD,1.3736390318467948
EUR/USD,1.381069706360343
EUR/USD,1.3869731166579782
EUR/USD,1.380202315179748
EUR/USD,1.3882871806839454
EUR/USD,1.3799375615048648
EUR/USD,1.3726489923006702
EUR/USD,1.3697259625394378
EUR/USD,1.3744179163358836
EUR/USD,1.384298814740625
EUR/USD,1.3816477390169233
EUR/USD,1.3856337939415984
EUR/USD,1.3787472282740938
EUR/USD,1.3767641552065844
EUR/USD,1.3804947209949785
EUR/USD,1.3768362751108767
EUR/USD,1.3844459686914603
EUR/USD,1.3821554781991066
EUR/USD,1.3913647359266312
EUR/USD,1.399049578842931
EUR/USD,1.3937157445812471
EUR/USD,1.3843251711358855
EUR/USD,1.3818159793063822
EUR/USD,1.3855395836227007
EUR/USD,1.384025440018889
EUR/USD,1.3762642391705935
EUR/USD,1.3819678222045395
EUR/USD,1.3809609758086572
EUR/USD,1.3851373390410187
EUR/USD,1.3893698021144187
EUR/USD,1.3974856299960032
EUR/USD,1.4012950162589064
EUR/USD,1.4019169245787932
EUR/USD,1.4007280936041753
EUR/USD,1.4104368746643319
EUR/USD,1.4160177575618766
EUR/USD,1.4162502780223796
EUR/USD,1.4224306811291112
EUR/USD,1.41928785618079
EUR/USD,1.4124569779226848
EUR/USD,1.4130893361204542
EUR/USD,1.422991781720329
EUR/USD,1.4285135447959647
EUR/USD,1.428830877197645
EUR/USD,1.430879365735856
EUR/USD,1.4223703384435207
EUR/USD,1.4208029119963155
EUR/USD,1.4134419356181278
EUR/USD,1.4135688281741914
EUR/USD,1.4197083559453432
EUR/USD,1.4228601522872895
EUR/USD,1.429215459962614
EUR/USD,1.4378020681126993
EUR/USD,1.440557660667336
EUR/USD,1.4368321802172972
EUR/USD,1.4334753639390088
EUR/USD,1.4275123153038958
EUR/USD,1.4344765147477876
EUR/USD,1.4362078644888419
EUR/USD,1.4385158486690968
EUR/USD,1.442385233511673
EUR/USD,1.444342504070334
EUR/USD,1.4451757527626774
EUR/USD,1.4547014263452718
EUR/USD,1.4564697145186294
EUR/USD,1.4551275252944684
EUR/USD,1.4650516504184177
EUR/USD,1.4689534703063103
EUR/USD,1.472636850936074
EUR/USD,1.4723467576774145
EUR/USD,1.4631839383408154
EUR/USD,1.4712736377831197
EUR/USD,1.4726582475293664
EUR/USD,1.4735427641786498
EUR/USD,1.4730430059909672
EUR/USD,1.465151640041368
EUR/USD,1.466057794457659
EUR/USD,1.4608080005290258
EUR/USD,1.4683679148474995
EUR/USD,1.4701889576637879
EUR/USD,1.4751619535522211
EUR/USD,1.4818746047750937
EUR/USD,1.4744596452423024
EUR/USD,1.4834035277618536
EUR/USD,1.4884068010395752
EUR/USD,1.4844925355941094
EUR/USD,1.4800221962479811
EUR/USD,1.4888022468066815
EUR/USD,1.4926005159879925
EUR/USD,1.4845434451565809
EUR/USD,1.4939168966519492
EUR/USD,1.489412650118325
EUR/USD,1.4882711729309888
EUR/USD,1.4897741995491351
EUR/USD,1.481713916328387
EUR/USD,1.4865869901530722
EUR/USD,1.4901159599509473
EUR/USD,1.499986465143602
EUR/USD,1.5091958994156265
EUR/USD,1.5176401286576582
EUR/USD,1.5121703240173732
EUR/USD,1.5132566606455635
EUR/USD,1.5214088419457668
EUR/USD,1.530204544493794
EUR/USD,1.5345139813064386
EUR/USD,1.544093969692577
EUR/USD,1.552176321252216
EUR/USD,1.550955316808451
EUR/USD,1.5417436004519336
EUR/USD,1.5512795809357847
EUR/USD,1.5462866257404402
EUR/USD,1.5411258149700995
EUR/USD,1.5339643744810163
EUR/USD,1.5392962206806338
EUR/USD,1.5455191355447933
EUR/USD,1.5495812056279918
EUR/USD,1.5504475073593869
EUR/USD,1.5497584950795735
EUR/USD,1.5464418883530429
EUR/USD,1.5407114329916336
